celltype_raw,celltype_id,sample,study,n_counts,n_genes,celltype_name,doublet_score,pred_dbl,Disease,query_group,query,method,rank,score,item_id
Macrophage_Alveolar,CL:0000583,DS000011735-GSM4058911,DS000011735,3458.7978515625,3009,alveolar macrophage,0.03276830166578293,False,healthy,healthy::alveolar macrophage,IPF alveolar macrophage centroid,faiss-pq-m8-nbits8,10,1.0132079124450684,cell-15643
Macrophage_Alveolar,CL:0000583,DS000011735-GSM4058966,DS000011735,2851.518310546875,2391,alveolar macrophage,0.016806963831186295,False,IPF,IPF::alveolar macrophage,IPF alveolar macrophage centroid,hnswlib-cosine,1,0.9988963603973389,cell-34322
Macrophage_Alveolar,CL:0000583,DS000011735-GSM4058967,DS000011735,3124.434326171875,2404,alveolar macrophage,0.0308998916298151,False,IPF,IPF::alveolar macrophage,IPF alveolar macrophage centroid,hnswlib-cosine,2,0.9988833069801331,cell-31833
Macrophage_Alveolar,CL:0000583,DS000011735-GSM4058968,DS000011735,2868.09423828125,2527,alveolar macrophage,0.05316321924328804,False,IPF,IPF::alveolar macrophage,IPF alveolar macrophage centroid,hnswlib-cosine,3,0.9988678693771362,cell-9656
Macrophage_Alveolar,CL:0000583,DS000011735-GSM4058964,DS000011735,3285.0361328125,3128,alveolar macrophage,0.06679758429527283,False,IPF,IPF::alveolar macrophage,IPF alveolar macrophage centroid,hnswlib-cosine,4,0.9988425374031067,cell-21775
Macrophage_Alveolar,CL:0000583,DS000011735-GSM4058959,DS000011735,3318.58642578125,3607,alveolar macrophage,0.1423642784357071,False,IPF,IPF::alveolar macrophage,IPF alveolar macrophage centroid,hnswlib-cosine,5,0.9987884759902954,cell-13485
Macrophage_Alveolar,CL:0000583,DS000011735-GSM4058934,DS000011735,3165.457763671875,3307,alveolar macrophage,0.03194548562169075,False,COPD,COPD::alveolar macrophage,IPF alveolar macrophage centroid,hnswlib-cosine,6,0.9987331032752991,cell-629
Macrophage,CL:0000235,DS000011735-GSM4058912,DS000011735,3218.71240234375,2809,macrophage,0.043050769716501236,False,healthy,healthy::macrophage,IPF alveolar macrophage centroid,hnswlib-cosine,7,0.9987170696258545,cell-38120
Macrophage_Alveolar,CL:0000583,DS000011735-GSM4058959,DS000011735,3321.32861328125,3370,alveolar macrophage,0.09111630171537399,False,IPF,IPF::alveolar macrophage,IPF alveolar macrophage centroid,hnswlib-cosine,8,0.9986336827278137,cell-24946
Macrophage_Alveolar,CL:0000583,DS000011735-GSM4058900,DS000011735,3256.235107421875,3349,alveolar macrophage,0.03042290359735489,False,healthy,healthy::alveolar macrophage,IPF alveolar macrophage centroid,hnswlib-cosine,9,0.998621940612793,cell-4861
Macrophage_Alveolar,CL:0000583,DS000011735-GSM4058959,DS000011735,2967.7607421875,2604,alveolar macrophage,0.06858399510383606,False,IPF,IPF::alveolar macrophage,IPF alveolar macrophage centroid,hnswlib-cosine,10,0.9985644817352295,cell-2491
